kjønn,utdanning,erfaring,arbeidssted,arbeidssituasjon,fag,lønn,bonus?
mann,9,8,Oslo,konsulent,fullstack,720000,Nei
mann,18,8,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,5,8,Oslo,"in-house, privat sektor",fullstack,860000,Nei
mann,3,8,Oslo,konsulent,fullstack,950000,Nei
mann,3,8,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1000000,Nei
mann,3,8,Oslo,konsulent,fullstack,1000000,Ja
mann,5,8,Oslo,konsulent,fullstack,1035000,Nei
mann,3,8,Oslo,konsulent,fullstack,1040000,Ja
mann,3,8,Oslo,konsulent,fullstack,1050000,Nei
mann,0,8,Oslo,"in-house, privat sektor",fullstack,1050000,Ja
mann,6,8,Oslo,konsulent,fullstack,1100000,Ja
mann,5,8,Oslo,konsulent,fullstack,1150000,Ja
mann,3,8,Oslo,"in-house, privat sektor",fullstack,1200000,Ja
mann,3,8,Oslo,konsulent,fullstack,1300000,Ja
mann,5,8,Oslo,konsulent,fullstack,1350000,Nei
mann,3,8,Oslo,"in-house, privat sektor",fullstack,1600000,Nei
kvinne,18,7,Oslo,"in-house, privat sektor",fullstack,720000,Nei
kvinne,5,7,Oslo,konsulent,fullstack,1000000,Nei
mann,4,7,Oslo,frilans / selvstendig næringsdrivende,fullstack,600000,Nei
mann,3,7,Oslo,"in-house, privat sektor",fullstack,710000,Nei
mann,5,7,Oslo,"in-house, privat sektor",fullstack,725000,Nei
mann,4,7,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,3,7,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,7,7,Oslo,"in-house, offentlig/kommunal sektor",fullstack,796000,Nei
mann,3,7,Oslo,"in-house, privat sektor",fullstack,820000,Nei
mann,5,7,Oslo,"in-house, privat sektor",fullstack,937000,Nei
mann,3,7,Oslo,"in-house, privat sektor",fullstack,950000,Ja
mann,0,7,Oslo,"in-house, privat sektor",fullstack,950000,Ja
mann,3,7,Oslo,"in-house, privat sektor",fullstack,950000,Nei
mann,3,7,Oslo,konsulent,fullstack,975000,Nei
mann,5,7,Oslo,konsulent,fullstack,1050000,Ja
mann,3,7,Oslo,"in-house, privat sektor",fullstack,1050000,Nei
mann,5,7,Oslo,konsulent,fullstack,1200000,Nei
mann,4,7,Oslo,konsulent,fullstack,1500000,Ja
kvinne,3,6,Oslo,konsulent,fullstack,678000,Nei
kvinne,0,6,Oslo,konsulent,fullstack,980000,Nei
kvinne,5,6,Oslo,konsulent,fullstack,1000000,Nei
mann,1,6,Oslo,"in-house, privat sektor",fullstack,750000,Ja
mann,3,6,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,1,6,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,3,6,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,3,6,Oslo,"in-house, offentlig/kommunal sektor",fullstack,820000,Nei
mann,5,6,Oslo,konsulent,fullstack,845000,Nei
mann,3,6,Oslo,konsulent,fullstack,858000,Nei
mann,5,6,Oslo,"in-house, privat sektor",fullstack,890000,Nei
mann,0,6,Oslo,"in-house, privat sektor",fullstack,900000,Ja
mann,5,6,Oslo,konsulent,fullstack,930000,Nei
mann,5,6,Oslo,konsulent,fullstack,930000,Ja
mann,5,6,Oslo,konsulent,fullstack,935000,Nei
mann,5,6,Oslo,"in-house, privat sektor",fullstack,945000,Nei
mann,5,6,Oslo,konsulent,fullstack,950000,Nei
mann,5,6,Oslo,konsulent,fullstack,950000,Nei
mann,5,6,Oslo,konsulent,fullstack,960000,Ja
mann,5,6,Oslo,konsulent,fullstack,1000000,Ja
mann,3,6,Oslo,konsulent,fullstack,1000000,Ja
mann,1,6,Oslo,"in-house, privat sektor",fullstack,1030000,Ja
mann,4,6,Oslo,konsulent,fullstack,1050000,Nei
mann,5,6,Oslo,"in-house, privat sektor",fullstack,1050000,Nei
mann,5,6,Oslo,konsulent,fullstack,1100000,Nei
mann,5,6,Oslo,konsulent,fullstack,1100000,Nei
mann,4,6,Oslo,konsulent,fullstack,1200000,Nei
mann,3,6,Oslo,konsulent,fullstack,1300000,Ja
mann,3,6,Oslo,konsulent,fullstack,1350000,Nei
mann,0,6,Oslo,frilans / selvstendig næringsdrivende,fullstack,1800000,Nei
kvinne,5,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,810000,Nei
kvinne,3,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,840000,Nei
kvinne,5,5,Oslo,konsulent,fullstack,875000,Nei
kvinne,5,5,Oslo,konsulent,fullstack,875000,Nei
kvinne,5,5,Oslo,konsulent,fullstack,885000,Nei
kvinne,5,5,Oslo,konsulent,fullstack,900000,Ja
kvinne,5,5,Oslo,konsulent,fullstack,1250000,Ja
mann,3,5,Oslo,"in-house, privat sektor",fullstack,625000,Nei
mann,3,5,Oslo,konsulent,fullstack,650000,Nei
mann,0,5,Oslo,"in-house, privat sektor",fullstack,674000,Ja
mann,0,5,Oslo,konsulent,fullstack,700000,Nei
mann,5,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,730000,Ja
mann,6,5,Oslo,"in-house, privat sektor",fullstack,730000,Nei
mann,3,5,Oslo,konsulent,fullstack,750000,Ja
mann,4,5,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,5,5,Oslo,konsulent,fullstack,770000,Nei
mann,7,5,Oslo,konsulent,fullstack,790000,Nei
mann,5,5,Oslo,"in-house, privat sektor",fullstack,800000,Ja
mann,4,5,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,5,5,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,3,5,Oslo,"in-house, privat sektor",fullstack,802000,Nei
mann,5,5,Oslo,"in-house, privat sektor",fullstack,817000,Nei
mann,5,5,Oslo,"in-house, privat sektor",fullstack,830000,Nei
mann,0,5,Oslo,"in-house, privat sektor",fullstack,830000,Ja
mann,3,5,Oslo,konsulent,fullstack,860000,Nei
mann,5,5,Oslo,konsulent,fullstack,870000,Nei
mann,5,5,Oslo,"in-house, privat sektor",fullstack,870000,Nei
mann,3,5,Oslo,"in-house, privat sektor",fullstack,870000,Nei
mann,3,5,Oslo,konsulent,fullstack,870000,Ja
mann,5,5,Oslo,konsulent,fullstack,875000,Nei
mann,16,5,Oslo,"in-house, privat sektor",fullstack,890000,Nei
mann,5,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,900000,Nei
mann,6,5,Oslo,"in-house, privat sektor",fullstack,900000,Nei
mann,3,5,Oslo,"in-house, offentlig/kommunal sektor",fullstack,900000,Nei
mann,4,5,Oslo,konsulent,fullstack,900000,Ja
mann,5,5,Oslo,"in-house, privat sektor",fullstack,920000,Nei
mann,5,5,Oslo,"in-house, privat sektor",fullstack,930000,Nei
mann,5,5,Oslo,konsulent,fullstack,935000,Nei
mann,5,5,Oslo,konsulent,fullstack,935000,Ja
mann,5,5,Oslo,konsulent,fullstack,945000,Ja
mann,3,5,Oslo,"in-house, privat sektor",fullstack,1000000,Nei
mann,5,5,Oslo,konsulent,fullstack,1000000,Nei
mann,6,5,Oslo,konsulent,fullstack,1000000,Nei
mann,3,5,Oslo,"in-house, privat sektor",fullstack,1070000,Nei
mann,5,5,Oslo,"in-house, privat sektor",fullstack,1100000,Nei
mann,5,5,Oslo,konsulent,fullstack,1100000,Ja
mann,3,5,Oslo,konsulent,fullstack,1200000,Nei
mann,3,5,Oslo,"in-house, privat sektor",fullstack,1200000,Ja
mann,5,5,Oslo,konsulent,fullstack,1350000,Ja
mann,5,5,Oslo,frilans / selvstendig næringsdrivende,fullstack,1500000,Nei
kvinne,3,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,680000,Nei
kvinne,5,4,Oslo,konsulent,fullstack,830000,Nei
kvinne,5,4,Oslo,konsulent,fullstack,950000,Nei
kvinne,5,4,Oslo,konsulent,fullstack,1100000,Ja
mann,3,4,Oslo,konsulent,fullstack,660000,Nei
mann,4,4,Oslo,konsulent,fullstack,660000,Ja
mann,3,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,670000,Ja
mann,3,4,Oslo,konsulent,fullstack,700000,Nei
mann,3,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,708000,Nei
mann,5,4,Oslo,"in-house, privat sektor",fullstack,720000,Ja
mann,2,4,Oslo,"in-house, privat sektor",fullstack,720000,Nei
mann,3,4,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,5,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,750000,Nei
mann,5,4,Oslo,konsulent,fullstack,750000,Ja
mann,6,4,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,3,4,Oslo,konsulent,fullstack,751000,Nei
mann,3,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,759000,Nei
mann,5,4,Oslo,konsulent,fullstack,760000,Nei
mann,3,4,Oslo,"in-house, privat sektor",fullstack,760000,Ja
mann,3,4,Oslo,konsulent,fullstack,760000,Ja
mann,3,4,Oslo,"in-house, privat sektor",fullstack,780000,Ja
mann,5,4,Oslo,konsulent,fullstack,790000,Nei
mann,1,4,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,1,4,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,9,4,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,5,4,Oslo,konsulent,fullstack,800000,Nei
mann,3,4,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,5,4,Oslo,konsulent,fullstack,825000,Nei
mann,5,4,Oslo,konsulent,fullstack,830000,Nei
mann,5,4,Oslo,konsulent,fullstack,830000,Nei
mann,5,4,Oslo,konsulent,fullstack,850000,Nei
mann,3,4,Oslo,konsulent,fullstack,860000,Nei
mann,18,4,Oslo,"in-house, privat sektor",fullstack,865000,Nei
mann,5,4,Oslo,konsulent,fullstack,885000,Ja
mann,5,4,Oslo,"in-house, privat sektor",fullstack,893000,Nei
mann,3,4,Oslo,konsulent,fullstack,900000,Ja
mann,5,4,Oslo,konsulent,fullstack,900000,Ja
mann,0,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,949000,Nei
mann,5,4,Oslo,"in-house, privat sektor",fullstack,1000000,Nei
mann,3,4,Oslo,konsulent,fullstack,1000000,Ja
mann,5,4,Oslo,konsulent,fullstack,1000000,Nei
mann,7,4,Oslo,konsulent,fullstack,1000000,Ja
mann,5,4,Oslo,"in-house, privat sektor",fullstack,1004000,Ja
mann,5,4,Oslo,"in-house, offentlig/kommunal sektor",fullstack,1100000,Ja
mann,5,4,Oslo,konsulent,fullstack,1150000,Ja
mann,3,4,Oslo,konsulent,fullstack,1170000,Nei
mann,4,4,Oslo,konsulent,fullstack,1300000,Nei
mann,5,4,Oslo,"in-house, privat sektor",fullstack,1400000,Ja
kvinne,5,3,Oslo,konsulent,fullstack,670000,Nei
kvinne,3,3,Oslo,"in-house, privat sektor",fullstack,700000,Nei
kvinne,3,3,Oslo,"in-house, privat sektor",fullstack,730000,Nei
kvinne,5,3,Oslo,"in-house, offentlig/kommunal sektor",fullstack,745000,Nei
kvinne,2,3,Oslo,"in-house, privat sektor",fullstack,747000,Nei
kvinne,3,3,Oslo,"in-house, privat sektor",fullstack,780000,Nei
kvinne,5,3,Oslo,konsulent,fullstack,800000,Ja
kvinne,5,3,Oslo,konsulent,fullstack,800000,Nei
kvinne,3,3,Oslo,konsulent,fullstack,850000,Ja
mann,3,3,Oslo,"in-house, privat sektor",fullstack,480000,Nei
mann,3,3,Oslo,"in-house, privat sektor",fullstack,570000,Ja
mann,3,3,Oslo,konsulent,fullstack,590000,Nei
mann,3,3,Oslo,konsulent,fullstack,600000,Nei
mann,3,3,Oslo,"in-house, privat sektor",fullstack,600000,Nei
mann,0,3,Oslo,konsulent,fullstack,660000,Ja
mann,3,3,Oslo,konsulent,fullstack,690000,Nei
mann,5,3,Oslo,konsulent,fullstack,695000,Nei
mann,3,3,Oslo,"in-house, privat sektor",fullstack,700000,Nei
mann,4,3,Oslo,"in-house, offentlig/kommunal sektor",fullstack,700000,Ja
mann,5,3,Oslo,"in-house, privat sektor",fullstack,700000,Nei
mann,5,3,Oslo,konsulent,fullstack,709000,Nei
mann,5,3,Oslo,"in-house, privat sektor",fullstack,720000,Nei
mann,3,3,Oslo,konsulent,fullstack,741155,Nei
mann,5,3,Oslo,konsulent,fullstack,750000,Ja
mann,3,3,Oslo,"in-house, privat sektor",fullstack,750000,Ja
mann,5,3,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,3,3,Oslo,konsulent,fullstack,759000,Nei
mann,5,3,Oslo,konsulent,fullstack,765000,Nei
mann,5,3,Oslo,konsulent,fullstack,770000,Nei
mann,3,3,Oslo,konsulent,fullstack,780000,Ja
mann,5,3,Oslo,"in-house, offentlig/kommunal sektor",fullstack,785000,Nei
mann,5,3,Oslo,konsulent,fullstack,800000,Nei
mann,5,3,Oslo,konsulent,fullstack,800000,Ja
mann,2,3,Oslo,"in-house, privat sektor",fullstack,800000,Nei
mann,5,3,Oslo,konsulent,fullstack,820000,Nei
mann,5,3,Oslo,konsulent,fullstack,820000,Nei
mann,4,3,Oslo,konsulent,fullstack,830000,Ja
mann,3,3,Oslo,konsulent,fullstack,840000,Ja
mann,5,3,Oslo,konsulent,fullstack,885000,Ja
mann,5,3,Oslo,konsulent,fullstack,885000,Ja
mann,0,3,Oslo,"in-house, privat sektor",fullstack,900000,Nei
mann,3,3,Oslo,konsulent,fullstack,900000,Ja
mann,5,3,Oslo,"in-house, privat sektor",fullstack,920000,Ja
mann,3,3,Oslo,"in-house, privat sektor",fullstack,950000,Nei
mann,5,3,Oslo,"in-house, privat sektor",fullstack,950000,Nei
mann,0,3,Oslo,"in-house, privat sektor",fullstack,1020000,Nei
mann,5,3,Oslo,konsulent,fullstack,1200000,Ja
mann,3,3,Oslo,konsulent,fullstack,1300000,Ja
mann,3,3,Oslo,konsulent,fullstack,1500000,Ja
kvinne,0,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,500000,Nei
kvinne,3,2,Oslo,konsulent,fullstack,626000,Nei
kvinne,3,2,Oslo,konsulent,fullstack,670000,Nei
kvinne,5,2,Oslo,konsulent,fullstack,675000,Nei
kvinne,5,2,Oslo,konsulent,fullstack,675000,Nei
kvinne,5,2,Oslo,konsulent,fullstack,675000,Nei
kvinne,16,2,Oslo,"in-house, privat sektor",fullstack,680000,Nei
kvinne,5,2,Oslo,konsulent,fullstack,683000,Nei
kvinne,3,2,Oslo,"in-house, privat sektor",fullstack,700000,Ja
kvinne,5,2,Oslo,konsulent,fullstack,712000,Nei
kvinne,5,2,Oslo,konsulent,fullstack,730000,Ja
kvinne,3,2,Oslo,konsulent,fullstack,735000,Nei
kvinne,3,2,Oslo,"in-house, privat sektor",fullstack,820000,Ja
kvinne,5,2,Oslo,konsulent,fullstack,850000,Ja
mann,1,2,Oslo,"in-house, privat sektor",fullstack,540000,Nei
mann,3,2,Oslo,"in-house, privat sektor",fullstack,550000,Ja
mann,3,2,Oslo,konsulent,fullstack,570000,Nei
mann,3,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,593500,Nei
mann,3,2,Oslo,"in-house, privat sektor",fullstack,600000,Ja
mann,3,2,Oslo,"in-house, privat sektor",fullstack,604000,Nei
mann,3,2,Oslo,"in-house, privat sektor",fullstack,615000,Nei
mann,3,2,Oslo,"in-house, privat sektor",fullstack,620000,Ja
mann,0,2,Oslo,"in-house, privat sektor",fullstack,625000,Nei
mann,3,2,Oslo,"in-house, privat sektor",fullstack,630000,Nei
mann,3,2,Oslo,konsulent,fullstack,640000,Ja
mann,3,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,640000,Nei
mann,3,2,Oslo,konsulent,fullstack,645000,Nei
mann,2,2,Oslo,"in-house, privat sektor",fullstack,650000,Nei
mann,3,2,Oslo,konsulent,fullstack,650000,Nei
mann,5,2,Oslo,konsulent,fullstack,652000,Ja
mann,5,2,Oslo,konsulent,fullstack,670000,Nei
mann,5,2,Oslo,"in-house, privat sektor",fullstack,670000,Nei
mann,5,2,Oslo,konsulent,fullstack,670000,Nei
mann,3,2,Oslo,konsulent,fullstack,673000,Nei
mann,3,2,Oslo,konsulent,fullstack,675000,Ja
mann,5,2,Oslo,konsulent,fullstack,675000,Nei
mann,5,2,Oslo,konsulent,fullstack,675000,Nei
mann,5,2,Oslo,konsulent,fullstack,680000,Nei
mann,6,2,Oslo,"in-house, privat sektor",fullstack,690000,Ja
mann,0,2,Oslo,konsulent,fullstack,690000,Nei
mann,3,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,694000,Nei
mann,3,2,Oslo,konsulent,fullstack,695000,Nei
mann,0,2,Oslo,"in-house, privat sektor",fullstack,700000,Ja
mann,3,2,Oslo,"in-house, privat sektor",fullstack,700000,Ja
mann,3,2,Oslo,"in-house, privat sektor",fullstack,700000,Nei
mann,7,2,Oslo,"in-house, privat sektor",fullstack,700000,Nei
mann,5,2,Oslo,konsulent,fullstack,710000,Nei
mann,5,2,Oslo,konsulent,fullstack,720000,Nei
mann,5,2,Oslo,"in-house, privat sektor",fullstack,730000,Nei
mann,2,2,Oslo,"in-house, privat sektor",fullstack,735000,Ja
mann,5,2,Oslo,"in-house, privat sektor",fullstack,740000,Nei
mann,5,2,Oslo,konsulent,fullstack,740000,Nei
mann,5,2,Oslo,konsulent,fullstack,750000,Nei
mann,5,2,Oslo,konsulent,fullstack,750000,Nei
mann,3,2,Oslo,"in-house, offentlig/kommunal sektor",fullstack,750000,Nei
mann,3,2,Oslo,konsulent,fullstack,760000,Ja
mann,5,2,Oslo,konsulent,fullstack,765000,Nei
mann,5,2,Oslo,konsulent,fullstack,800000,Ja
mann,5,2,Oslo,konsulent,fullstack,805000,Nei
mann,5,2,Oslo,"in-house, privat sektor",fullstack,820000,Nei
mann,3,2,Oslo,"in-house, privat sektor",fullstack,830000,Nei
mann,0,2,Oslo,"in-house, privat sektor",fullstack,840000,Nei
mann,5,2,Oslo,"in-house, privat sektor",fullstack,860000,Nei
mann,2,2,Oslo,konsulent,fullstack,1000000,Nei
kvinne,0,1,Oslo,"in-house, privat sektor",fullstack,450000,Nei
kvinne,5,1,Oslo,"in-house, offentlig/kommunal sektor",fullstack,624500,Nei
kvinne,5,1,Oslo,konsulent,fullstack,630000,Nei
kvinne,5,1,Oslo,konsulent,fullstack,640000,Nei
kvinne,3,1,Oslo,"in-house, offentlig/kommunal sektor",fullstack,650000,Nei
kvinne,5,1,Oslo,konsulent,fullstack,660000,Ja
kvinne,3,1,Oslo,konsulent,fullstack,667000,Nei
kvinne,5,1,Oslo,"in-house, offentlig/kommunal sektor",fullstack,680000,Nei
kvinne,3,1,Oslo,konsulent,fullstack,690000,Nei
kvinne,5,1,Oslo,konsulent,fullstack,700000,Nei
kvinne,5,1,Oslo,"in-house, privat sektor",fullstack,751000,Nei
mann,1,1,Oslo,konsulent,fullstack,456000,Nei
mann,1,1,Oslo,konsulent,fullstack,542000,Nei
mann,1,1,Oslo,frilans / selvstendig næringsdrivende,fullstack,550000,Nei
mann,0,1,Oslo,konsulent,fullstack,560000,Nei
mann,3,1,Oslo,konsulent,fullstack,570000,Nei
mann,3,1,Oslo,"in-house, privat sektor",fullstack,575000,Nei
mann,2,1,Oslo,"in-house, privat sektor",fullstack,576000,Nei
mann,4,1,Oslo,konsulent,fullstack,595000,Nei
mann,3,1,Oslo,"in-house, offentlig/kommunal sektor",fullstack,600000,Nei
mann,3,1,Oslo,"in-house, privat sektor",fullstack,600000,Nei
mann,3,1,Oslo,konsulent,fullstack,604000,Nei
mann,3,1,Oslo,"in-house, offentlig/kommunal sektor",fullstack,610000,Nei
mann,3,1,Oslo,"in-house, privat sektor",fullstack,620000,Nei
mann,3,1,Oslo,"in-house, privat sektor",fullstack,628000,Nei
mann,3,1,Oslo,"in-house, privat sektor",fullstack,628000,Nei
mann,5,1,Oslo,konsulent,fullstack,630000,Nei
mann,5,1,Oslo,konsulent,fullstack,630000,Nei
mann,5,1,Oslo,konsulent,fullstack,630000,Ja
mann,5,1,Oslo,konsulent,fullstack,630000,Nei
mann,5,1,Oslo,konsulent,fullstack,630000,Nei
mann,5,1,Oslo,konsulent,fullstack,630000,Nei
mann,5,1,Oslo,konsulent,fullstack,630000,Nei
mann,3,1,Oslo,konsulent,fullstack,635000,Ja
mann,5,1,Oslo,konsulent,fullstack,640000,Nei
mann,3,1,Oslo,"in-house, privat sektor",fullstack,640000,Ja
mann,1,1,Oslo,"in-house, privat sektor",fullstack,650000,Ja
mann,5,1,Oslo,"in-house, privat sektor",fullstack,650000,Nei
mann,1,1,Oslo,"in-house, privat sektor",fullstack,650000,Nei
mann,5,1,Oslo,"in-house, privat sektor",fullstack,650000,Nei
mann,5,1,Oslo,"in-house, privat sektor",fullstack,650000,Nei
mann,3,1,Oslo,"in-house, offentlig/kommunal sektor",fullstack,657000,Nei
mann,3,1,Oslo,"in-house, offentlig/kommunal sektor",fullstack,667000,Nei
mann,4,1,Oslo,"in-house, offentlig/kommunal sektor",fullstack,680000,Nei
mann,5,1,Oslo,"in-house, privat sektor",fullstack,680000,Ja
mann,6,1,Oslo,konsulent,fullstack,690000,Ja
mann,5,1,Oslo,konsulent,fullstack,700000,Ja
mann,5,1,Oslo,konsulent,fullstack,700000,Nei
mann,5,1,Oslo,konsulent,fullstack,705000,Nei
mann,3,1,Oslo,"in-house, privat sektor",fullstack,720000,Nei
mann,6,1,Oslo,"in-house, privat sektor",fullstack,775000,Nei
mann,5,1,Oslo,"in-house, privat sektor",fullstack,800000,Ja
mann,5,1,Oslo,"in-house, privat sektor",fullstack,840000,Nei
kvinne,3,0,Oslo,"in-house, offentlig/kommunal sektor",fullstack,550000,Ja
kvinne,5,0,Oslo,konsulent,fullstack,630000,Nei
kvinne,5,0,Oslo,konsulent,fullstack,705000,Ja
mann,4,0,Oslo,konsulent,fullstack,520000,Ja
mann,2,0,Oslo,konsulent,fullstack,530000,Nei
mann,3,0,Oslo,konsulent,fullstack,570000,Nei
mann,3,0,Oslo,"in-house, offentlig/kommunal sektor",fullstack,580000,Nei
mann,5,0,Oslo,konsulent,fullstack,595000,Nei
mann,5,0,Oslo,konsulent,fullstack,595000,Nei
mann,3,0,Oslo,konsulent,fullstack,600000,Nei
mann,3,0,Oslo,"in-house, offentlig/kommunal sektor",fullstack,604900,Nei
mann,3,0,Oslo,konsulent,fullstack,610000,Nei
mann,5,0,Oslo,konsulent,fullstack,620000,Nei
mann,5,0,Oslo,konsulent,fullstack,620000,Nei
mann,5,0,Oslo,"in-house, privat sektor",fullstack,625000,Ja
mann,5,0,Oslo,konsulent,fullstack,630000,Nei
mann,5,0,Oslo,konsulent,fullstack,630000,Nei
mann,5,0,Oslo,konsulent,fullstack,630000,Nei
mann,5,0,Oslo,"in-house, privat sektor",fullstack,630000,Nei
mann,5,0,Oslo,konsulent,fullstack,630000,Nei
mann,5,0,Oslo,"in-house, privat sektor",fullstack,635000,Nei
mann,3,0,Oslo,"in-house, privat sektor",fullstack,650000,Ja
mann,5,0,Oslo,"in-house, privat sektor",fullstack,650000,Nei
mann,3,0,Oslo,"in-house, privat sektor",fullstack,667000,Nei
mann,5,0,Oslo,konsulent,fullstack,670000,Ja
mann,5,0,Oslo,"in-house, privat sektor",fullstack,680000,Nei
mann,0,0,Oslo,"in-house, privat sektor",fullstack,690000,Nei
mann,5,0,Oslo,konsulent,fullstack,700000,Nei
mann,5,0,Oslo,konsulent,fullstack,715000,Ja
mann,5,0,Oslo,konsulent,fullstack,720000,Ja
mann,5,0,Oslo,"in-house, privat sektor",fullstack,750000,Nei
mann,6,30,Rogaland,"in-house, privat sektor",fullstack,1100000,Ja
mann,8,25,Rogaland,"in-house, privat sektor",fullstack,1050000,Nei
mann,3,25,Rogaland,"in-house, privat sektor",fullstack,1050000,Ja
mann,4,25,Rogaland,"in-house, privat sektor",fullstack,1300000,Nei
mann,2,24,Rogaland,"in-house, offentlig/kommunal sektor",fullstack,950000,Nei
mann,4,21,Rogaland,"in-house, offentlig/kommunal sektor",fullstack,940000,Nei
mann,1,18,Rogaland,"in-house, privat sektor",fullstack,860000,Nei
mann,5,18,Rogaland,"in-house, privat sektor",fullstack,955000,Nei
mann,4,16,Rogaland,"in-house, privat sektor",fullstack,780000,Nei
mann,3,16,Rogaland,konsulent,fullstack,850000,Ja
mann,0,16,Rogaland,"in-house, privat sektor",fullstack,1010000,Nei
mann,4,15,Rogaland,"in-house, privat sektor",fullstack,1000000,Ja
mann,5,14,Rogaland,konsulent,fullstack,1300000,Nei
mann,0,13,Rogaland,konsulent,fullstack,785000,Nei
mann,3,13,Rogaland,"in-house, privat sektor",fullstack,800000,Nei
mann,3,13,Rogaland,"in-house, privat sektor",fullstack,1000000,Nei
mann,3,13,Rogaland,"in-house, privat sektor",fullstack,1300000,Ja
mann,11,12,Rogaland,konsulent,fullstack,1070000,Ja
mann,0,12,Rogaland,konsulent,fullstack,1175000,Nei
kvinne,3,9,Rogaland,"in-house, privat sektor",fullstack,950000,Nei
mann,5,8,Rogaland,"in-house, privat sektor",fullstack,1100000,Nei
mann,5,6,Rogaland,konsulent,fullstack,850000,Ja
mann,3,6,Rogaland,konsulent,fullstack,900000,Nei
mann,3,6,Rogaland,konsulent,fullstack,990000,Ja
mann,0,6,Rogaland,konsulent,fullstack,1000000,Ja
mann,5,6,Rogaland,konsulent,fullstack,1000000,Ja
mann,5,6,Rogaland,konsulent,fullstack,1000000,Nei
mann,5,6,Rogaland,konsulent,fullstack,1155000,Nei
annet / ønsker ikke oppgi,5,5,Rogaland,"in-house, privat sektor",fullstack,860000,Nei
mann,3,5,Rogaland,konsulent,fullstack,790000,Ja
mann,4,5,Rogaland,"in-house, privat sektor",fullstack,800000,Nei
mann,5,5,Rogaland,"in-house, privat sektor",fullstack,800000,Nei
mann,3,5,Rogaland,konsulent,fullstack,900000,Ja
mann,0,4,Rogaland,"in-house, privat sektor",fullstack,600000,Nei
mann,3,4,Rogaland,"in-house, privat sektor",fullstack,685000,Nei
mann,2,4,Rogaland,konsulent,fullstack,750000,Ja
mann,8,4,Rogaland,"in-house, privat sektor",fullstack,800000,Nei
mann,0,4,Rogaland,frilans / selvstendig næringsdrivende,fullstack,870000,Nei
mann,3,4,Rogaland,konsulent,fullstack,900000,Nei
mann,6,4,Rogaland,konsulent,fullstack,920000,Ja
mann,5,4,Rogaland,konsulent,fullstack,930000,Ja
kvinne,3,3,Rogaland,"in-house, privat sektor",fullstack,705000,Nei
mann,3,3,Rogaland,"in-house, privat sektor",fullstack,684000,Nei
mann,2,3,Rogaland,"in-house, privat sektor",fullstack,770000,Nei
mann,3,3,Rogaland,konsulent,fullstack,770000,Ja
mann,3,3,Rogaland,"in-house, privat sektor",fullstack,780000,Ja
mann,3,2,Rogaland,"in-house, privat sektor",fullstack,660000,Nei
mann,3,2,Rogaland,"in-house, privat sektor",fullstack,678000,Nei
mann,3,2,Rogaland,"in-house, privat sektor",fullstack,720000,Nei
mann,3,2,Rogaland,konsulent,fullstack,750000,Nei
mann,5,2,Rogaland,"in-house, privat sektor",fullstack,775000,Nei
mann,5,2,Rogaland,konsulent,fullstack,790000,Ja
mann,5,2,Rogaland,konsulent,fullstack,800000,Ja
mann,6,2,Rogaland,konsulent,fullstack,835000,Nei
mann,5,1,Rogaland,konsulent,fullstack,635000,Nei
mann,3,1,Rogaland,"in-house, offentlig/kommunal sektor",fullstack,657000,Nei
mann,3,0,Rogaland,konsulent,fullstack,540000,Nei
mann,5,0,Rogaland,konsulent,fullstack,600000,Nei
mann,3,26,Troms og Finnmark,konsulent,fullstack,950000,Ja
mann,2,26,Troms og Finnmark,"in-house, privat sektor",fullstack,1000000,Ja
mann,5,17,Troms og Finnmark,konsulent,fullstack,1000000,Ja
